index,x,y,z
0,-13.952718810736,-3.771319109967,0.789346000000
1,-13.925955630611,-3.783584811140,0.789346000000
2,-13.885826339459,-3.796365606062,0.789346000000
3,-13.843522196665,-3.800641837103,0.789346000000
4,-13.803814337003,-3.802169062474,0.789346000000
5,-13.764491538871,-3.802007025019,0.789346000000
6,-13.722385727801,-3.802169062474,0.789346000000
7,-13.661033713638,-3.802007025019,0.789346000000
8,-13.543832108106,-3.802007025019,0.789346000000
9,-13.481654730524,-3.802007025019,0.789346000000
10,-13.402970084557,-3.802007025019,0.789346000000
11,-13.309142394904,-3.802007025019,0.789346000000
12,-13.185050687797,-3.802007025019,0.789346000000
13,-13.112424387227,-3.802007025019,0.789346000000
14,-13.043498636736,-3.802007025019,0.789346000000
15,-12.988487474373,-3.802007025019,0.789346000000
16,-12.910713140594,-3.802007025019,0.789346000000
17,-12.844103256488,-3.802007025019,0.789346000000
18,-12.783088602646,-3.802007025019,0.789346000000
19,-12.728619971722,-3.802007025019,0.789346000000
