index,x,y,z
0,-14.176402356140,-4.391411739602,0.789346000000
1,-14.201968283409,-4.379111151954,0.789346000000
2,-14.242729054243,-4.365845812333,0.789346000000
3,-14.285901705008,-4.363108955675,0.789346000000
4,-14.325456535876,-4.363108955675,0.789346000000
5,-14.365734930724,-4.363108955675,0.789346000000
6,-14.402877881662,-4.363108955675,0.789346000000
7,-14.445085780455,-4.356921856588,0.789346000000
8,-14.485846551289,-4.343415328975,0.789346000000
9,-14.511171290564,-4.329667613368,0.789346000000
10,-14.525237033331,-4.320351803906,0.789346000000
11,-14.548193494591,-4.302577107785,0.789346000000
12,-14.550587002892,-4.300492643084,0.789346000000
13,-14.576165549836,-4.274460515048,0.789346000000
14,-14.588021737214,-4.259164043963,0.789346000000
15,-14.608327244567,-4.223845863957,0.789346000000
16,-14.613485192336,-4.211250792496,0.789346000000
17,-14.620951259651,-4.184896204372,0.789346000000
18,-14.623095382647,-4.166623608557,0.789346000000
19,-14.623881246038,-4.152219179370,0.789346000000
20,-14.623767044782,-4.142594773973,0.789346000000
21,-14.623767044782,-4.123064788653,0.789346000000
22,-14.623767044782,-4.102791291733,0.789346000000
23,-14.623767044782,-4.067110605159,0.789346000000
24,-14.623767044782,-4.024379130889,0.789346000000
25,-14.620135091995,-3.984568728412,0.789346000000
26,-14.599303096728,-3.923554270912,0.789346000000
27,-14.564750144821,-3.875251460092,0.789346000000
28,-14.519318470061,-3.837168372341,0.789346000000
29,-14.513531500920,-3.833717744738,0.789346000000
30,-14.488186847816,-3.821242705347,0.789346000000
31,-14.446178376265,-3.806614755432,0.789346000000
32,-14.403419753435,-3.803064306047,0.789346000000
33,-14.363286660078,-3.803064306047,0.789346000000
34,-14.323341104540,-3.803064306047,0.789346000000
35,-14.283208011182,-3.803064306047,0.789346000000
36,-14.240824463992,-3.798194432320,0.789346000000
37,-14.199378605898,-3.785422981837,0.789346000000
38,-14.173498386817,-3.773045485755,0.789346000000
