index,x,y,z
0,-14.066127726230,-4.583300376059,0.789346000000
1,-14.067804303560,-4.565004042225,0.789346000000
2,-14.071681614227,-4.540389935057,0.789346000000
3,-14.076366410488,-4.520593556167,0.789346000000
4,-14.083360575076,-4.499114921498,0.789346000000
5,-14.100613446715,-4.463836480576,0.789346000000
6,-14.127643166125,-4.429516312483,0.789346000000
7,-14.144688701290,-4.413792951508,0.789346000000
8,-14.154446250215,-4.406090334125,0.789346000000
9,-14.176402356140,-4.391411739602,0.789346000000
