index,x,y,z
0,-12.725662942266,-4.363108955675,0.789346000000
1,-12.746740251836,-4.364141741144,0.789346000000
2,-12.818793583459,-4.364141741144,0.789346000000
3,-12.883155829123,-4.364141741144,0.789346000000
4,-12.969781744670,-4.364141741144,0.789346000000
5,-13.085552828065,-4.364141741144,0.789346000000
6,-13.166106833643,-4.364141741144,0.789346000000
7,-13.257458450565,-4.364141741144,0.789346000000
8,-13.337637564653,-4.364141741144,0.789346000000
9,-13.410634049030,-4.364141741144,0.789346000000
10,-13.489353023751,-4.364141741144,0.789346000000
11,-13.602019556321,-4.364141741144,0.789346000000
12,-13.689594415698,-4.364141741144,0.789346000000
13,-13.734365832571,-4.364141741144,0.789346000000
14,-13.763822313258,-4.363108955675,0.789346000000
15,-13.805827116182,-4.363108955675,0.789346000000
16,-13.846019992675,-4.363108955675,0.789346000000
17,-13.889159368229,-4.368663527858,0.789346000000
18,-13.930546890970,-4.380926497559,0.789346000000
19,-13.954982798620,-4.394846898661,0.789346000000
