index,x,y,z
0,-14.063233008482,-3.582796722829,0.789346000000
1,-14.063560657212,-3.542495929061,0.789346000000
2,-14.063816573652,-3.518538963701,0.789346000000
3,-14.063696615308,-3.502684296270,0.789346000000
4,-14.062809460568,-3.473715492196,0.789346000000
5,-14.062246721467,-3.462667226265,0.789346000000
6,-14.060223048339,-3.437008930694,0.789346000000
7,-14.058187018713,-3.422360177492,0.789346000000
8,-14.054054719704,-3.403312424375,0.789346000000
9,-14.046587867987,-3.380603234878,0.789346000000
10,-14.038357365869,-3.362518137660,0.789346000000
11,-14.025999375448,-3.341456101177,0.789346000000
12,-14.013106157991,-3.323877179302,0.789346000000
13,-13.998258566772,-3.307785921397,0.789346000000
14,-13.981123534926,-3.293313794742,0.789346000000
15,-13.965419372926,-3.282047093788,0.789346000000
16,-13.939534163036,-3.265897918123,0.789346000000
17,-13.928438298775,-3.260450146484,0.789346000000
18,-13.911723929181,-3.254240015281,0.789346000000
19,-13.886131949947,-3.248024505569,0.789346000000
20,-13.845535093686,-3.243322469545,0.789346000000
22,-13.844121449711,-3.243258578819,0.789346000000
23,-13.813127355985,-3.243153165693,0.789346000000
24,-13.804181889628,-3.243258578819,0.789346000000
25,-13.763817511055,-3.243113310858,0.789346000000
26,-13.729395192860,-3.243033249164,0.789346000000
27,-13.694551316127,-3.243113310858,0.789346000000
28,-13.652568295283,-3.243191758404,0.789346000000
29,-13.608507805999,-3.243217353469,0.789346000000
30,-13.590244719257,-3.243215119833,0.789346000000
31,-13.548276440338,-3.243190773394,0.789346000000
32,-13.510675246442,-3.243156555573,0.789346000000
33,-13.461211747551,-3.243113310858,0.789346000000
34,-13.385293314674,-3.243085978738,0.789346000000
35,-13.343298230249,-3.243087559765,0.789346000000
36,-13.305155766263,-3.243094731220,0.789346000000
38,-13.250693853998,-3.243107926762,0.789346000000
39,-13.196805490146,-3.243116204142,0.789346000000
40,-13.153610004720,-3.243113310858,0.789346000000
41,-13.099259036700,-3.243093511452,0.789346000000
42,-13.064654557441,-3.243075403917,0.789346000000
43,-13.038166109461,-3.243061039016,0.789346000000
44,-13.005907670119,-3.243045215789,0.789346000000
45,-12.982228310801,-3.243036163718,0.789346000000
46,-12.940572386239,-3.243028898168,0.789346000000
47,-12.924190722078,-3.243030057209,0.789346000000
48,-12.890585618843,-3.243041493757,0.789346000000
49,-12.863938547626,-3.243060787616,0.789346000000
50,-12.840993516295,-3.243085852069,0.789346000000
51,-12.821937255384,-3.243113310858,0.789346000000
52,-12.803411318102,-3.243113310858,0.789346000000
53,-12.770176267070,-3.242843948588,0.789346000000
54,-12.725662942266,-3.243113310858,0.789346000000
55,-12.639548531556,-3.258354799479,0.789346000000
56,-12.602968958864,-3.280454957980,0.789346000000
57,-12.569822624182,-3.307439701103,0.789346000000
58,-12.541905492123,-3.342261070124,0.789346000000
59,-12.522693702318,-3.378583360223,0.789346000000
60,-12.510085965259,-3.421209518852,0.789346000000
61,-12.507084123102,-3.463835677481,0.789346000000
62,-12.506702014356,-3.479313455980,0.789346000000
63,-12.506256405720,-3.502146635168,0.789346000000
64,-12.506256405720,-3.543011686436,0.789346000000
65,-12.507788845142,-3.583110517991,0.789346000000
66,-12.512896976551,-3.625252602111,0.789346000000
67,-12.513992402453,-3.630239354668,0.789346000000
68,-12.524901085360,-3.665606840237,0.789346000000
69,-12.535809416370,-3.686838007903,0.789346000000
70,-12.539374059861,-3.690222582912,0.789346000000
