index,x,y,z
0,-12.417316165756,-3.779454642551,0.839346
1,-12.422004513745,-3.784918308878,0.839346
2,-12.430703162315,-3.7992136719,0.839346
3,-12.43742564308,-3.812069340993,0.839346
4,-12.44274509421,-3.824371377946,0.839346
5,-12.445046326604,-3.830796210859,0.839346
6,-12.45006690541,-3.852267346767,0.839346
7,-12.450712738511,-3.869567581846,0.839346
8,-12.446353547141,-3.892641138074,0.839346
9,-12.439435101042,-3.910237609699,0.839346
10,-12.437086982594,-3.915002269562,0.839346
11,-12.424463217472,-3.93619273789,0.839346
12,-12.41456159814,-3.949959016123,0.839346
